"","hcid","UTMX","UTMY","elev","closest_clinic","catchment_area","closest_river","drought_i","prec","ndvi","tmax","tmin","tmean","tmeanC","date2","name","date","rdtp_u5","rdtp_a5","pos_rdt","yearmon"
"797",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,50.7871431623186,7.75799989700317,0.456142855542047,299.454572405134,287.369136265346,293.41185433524,20.2618543352399,2013-05-19,"Chilalantambo",2013-05-13,0,1,1,May 2013
"798",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,55.9627140590123,2.4049999602139,0.424714284283774,298.970851353237,287.194000244141,293.082425798689,19.9324257986886,2013-05-19,"Chilala",2013-05-13,1,2,2,May 2013
"799",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,48.9027137756347,0,0.438285716942378,298.10799734933,286.125850132533,292.116923740932,18.966923740932,2013-05-26,"Simaubi",2013-05-20,0,0,0,May 2013
"800",113,464482,8178382,1207,10862.85713,248957046,3571.639345,54.3118569510324,0,0.41142857500485,297.735996791295,285.807713099888,291.771854945592,18.6218549455916,2013-05-26,"Siabunkululu",2013-05-20,0,1,1,May 2013
"801",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,40.5957145690918,0,0.446571430989674,297.395856584821,285.687138148717,291.541497366769,18.391497366769,2013-05-26,"Nalube",2013-05-20,0,0,0,May 2013
"802",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,57.4447146824428,0,0.421428573983056,298.398141043527,286.150425502232,292.27428327288,19.1242832728795,2013-05-26,"Mobola",2013-05-20,0,0,0,May 2013
"803",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,40.5957145690918,0,0.446571430989674,297.395856584821,285.687138148717,291.541497366769,18.391497366769,2013-05-26,"Mbabala",2013-05-20,0,1,1,May 2013
"804",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,48.9027137756347,0,0.438285716942378,298.10799734933,286.125850132533,292.116923740932,18.966923740932,2013-05-26,"Mapanza",2013-05-20,0,2,2,May 2013
"805",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,48.9027137756347,0,0.438285716942378,298.10799734933,286.125850132533,292.116923740932,18.966923740932,2013-05-26,"Mangunza",2013-05-20,0,0,0,May 2013
"806",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,54.3118569510324,0,0.41142857500485,297.735996791295,285.807713099888,291.771854945592,18.6218549455916,2013-05-26,"Macha",2013-05-20,0,2,2,May 2013
"807",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,54.3118569510324,0,0.41142857500485,297.735996791295,285.807713099888,291.771854945592,18.6218549455916,2013-05-26,"Kamwanu",2013-05-20,0,0,0,May 2013
"808",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,58.1751436505999,0,0.528285716261182,298.606140136719,286.10600062779,292.356070382254,19.2060703822544,2013-05-26,"Kabulamwanda",2013-05-20,0,0,0,May 2013
"809",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,58.8775721958705,0,0.412285715341568,298.690425327846,286.216282435826,292.453353881836,19.3033538818359,2013-05-26,"Habulile",2013-05-20,0,0,0,May 2013
"810",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,54.1698575701032,0,0.472857138940266,298.582144601005,286.333997453962,292.458071027483,19.3080710274833,2013-05-26,"Chitongo",2013-05-20,0,0,0,May 2013
"811",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,48.9027137756347,0,0.438285716942378,298.10799734933,286.125850132533,292.116923740932,18.966923740932,2013-05-26,"Chilalantambo",2013-05-20,0,0,0,May 2013
"812",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,54.3118569510324,0,0.41142857500485,297.735996791295,285.807713099888,291.771854945592,18.6218549455916,2013-05-26,"Chilala",2013-05-20,0,0,0,May 2013
"813",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,46.7185712541853,0.469999998807908,0.420714284692492,300.85071672712,285.258714948382,293.054715837751,19.9047158377512,2013-06-02,"Simaubi",2013-05-27,0,1,1,Jun 2013
"814",113,464482,8178382,1207,10862.85713,248957046,3571.639345,53.0760007585798,0,0.397857142346246,300.462001255581,284.94828578404,292.70514351981,19.5551435198104,2013-06-02,"Siabunkululu",2013-05-27,0,0,0,Jun 2013
"815",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,38.7651421683175,0,0.431571432522365,300.162571498326,284.72613961356,292.444355555943,19.2943555559431,2013-06-02,"Nalube",2013-05-27,0,0,0,Jun 2013
"816",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,56.1380004882813,0.101999998092651,0.405285711799349,301.064283098493,285.330426897321,293.197354997907,20.0473549979072,2013-06-02,"Mobola",2013-05-27,0,0,0,Jun 2013
"817",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,38.7651421683175,0,0.431571432522365,300.162571498326,284.72613961356,292.444355555943,19.2943555559431,2013-06-02,"Mbabala",2013-05-27,0,1,1,Jun 2013
"818",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,46.7185712541853,0.469999998807908,0.420714284692492,300.85071672712,285.258714948382,293.054715837751,19.9047158377512,2013-06-02,"Mapanza",2013-05-27,0,0,0,Jun 2013
"819",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,46.7185712541853,0.469999998807908,0.420714284692492,300.85071672712,285.258714948382,293.054715837751,19.9047158377512,2013-06-02,"Mangunza",2013-05-27,1,2,2,Jun 2013
"820",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,53.0760007585798,0,0.397857142346246,300.462001255581,284.94828578404,292.70514351981,19.5551435198104,2013-06-02,"Macha",2013-05-27,0,1,1,Jun 2013
"821",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,53.0760007585798,0,0.397857142346246,300.462001255581,284.94828578404,292.70514351981,19.5551435198104,2013-06-02,"Kamwanu",2013-05-27,0,0,0,Jun 2013
"822",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,54.1628570556641,0.93199998140335,0.509571433067322,301.298714773996,285.455714634487,293.377214704241,20.2272147042412,2013-06-02,"Kabulamwanda",2013-05-27,0,0,0,Jun 2013
"823",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,57.6760003226144,0,0.395857142550605,301.246568952288,285.455998011998,293.351283482143,20.201283482143,2013-06-02,"Habulile",2013-05-27,0,1,1,Jun 2013
"824",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,53.1085717337472,0.907999992370606,0.454714289733342,301.300000871931,285.56784929548,293.433925083705,20.2839250837054,2013-06-02,"Chitongo",2013-05-27,2,4,4,Jun 2013
"825",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,46.7185712541853,0.469999998807908,0.420714284692492,300.85071672712,285.258714948382,293.054715837751,19.9047158377512,2013-06-02,"Chilalantambo",2013-05-27,0,0,0,Jun 2013
"826",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,53.0760007585798,0,0.397857142346246,300.462001255581,284.94828578404,292.70514351981,19.5551435198104,2013-06-02,"Chilala",2013-05-27,0,0,0,Jun 2013
"827",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,47.4585712977818,4.56800007820129,0.407428571156093,299.921574183872,284.953713553292,292.437643868582,19.2876438685824,2013-06-09,"Simaubi",2013-06-03,0,0,0,Jun 2013
"828",113,464482,8178382,1207,10862.85713,248957046,3571.639345,52.7612849644252,3.41499996185302,0.386428569044386,299.598711286272,284.741285051618,292.169998168945,19.0199981689454,2013-06-09,"Siabunkululu",2013-06-03,0,0,0,Jun 2013
"829",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,39.4155720302037,3.28400003910065,0.421142859118325,299.278141566685,284.617710658482,291.947926112584,18.7979261125837,2013-06-09,"Nalube",2013-06-03,0,0,0,Jun 2013
"830",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,56.4637145996094,5.27000017464161,0.392714287553515,300.126290457589,284.970720563616,292.548505510603,19.3985055106027,2013-06-09,"Mobola",2013-06-03,0,0,0,Jun 2013
"831",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,39.4155720302037,3.28400003910065,0.421142859118325,299.278141566685,284.617710658482,291.947926112584,18.7979261125837,2013-06-09,"Mbabala",2013-06-03,0,1,1,Jun 2013
"832",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,47.4585712977818,4.56800007820129,0.407428571156093,299.921574183872,284.953713553292,292.437643868582,19.2876438685824,2013-06-09,"Mapanza",2013-06-03,0,0,0,Jun 2013
"833",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,47.4585712977818,4.56800007820129,0.407428571156093,299.921574183872,284.953713553292,292.437643868582,19.2876438685824,2013-06-09,"Mangunza",2013-06-03,0,0,0,Jun 2013
"834",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,52.7612849644252,3.41499996185302,0.386428569044386,299.598711286272,284.741285051618,292.169998168945,19.0199981689454,2013-06-09,"Macha",2013-06-03,0,1,1,Jun 2013
"835",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,52.7612849644252,3.41499996185302,0.386428569044386,299.598711286272,284.741285051618,292.169998168945,19.0199981689454,2013-06-09,"Kamwanu",2013-06-03,0,0,0,Jun 2013
"836",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,55.8361424037388,6.19299983978271,0.492571426289422,300.284715924944,284.99014718192,292.637431553432,19.4874315534319,2013-06-09,"Kabulamwanda",2013-06-03,0,0,0,Jun 2013
"837",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,57.0015711103167,3.32799994945526,0.383285705532347,300.296146937779,285.0218636649,292.659005301339,19.5090053013394,2013-06-09,"Habulile",2013-06-03,0,0,0,Jun 2013
"838",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,53.664856501988,5.7629998922348,0.438000002077648,300.327427455357,285.126429966518,292.726928710937,19.5769287109375,2013-06-09,"Chitongo",2013-06-03,0,1,1,Jun 2013
"839",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,47.4585712977818,4.56800007820129,0.407428571156093,299.921574183872,284.953713553292,292.437643868582,19.2876438685824,2013-06-09,"Chilalantambo",2013-06-03,0,0,0,Jun 2013
"840",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,52.7612849644252,3.41499996185302,0.386428569044386,299.598711286272,284.741285051618,292.169998168945,19.0199981689454,2013-06-09,"Chilala",2013-06-03,0,0,0,Jun 2013
"841",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,51.3017153058734,1.26199996471405,0.39171428339822,297.771711077009,285.116285051618,291.443998064314,18.2939980643136,2013-06-16,"Simaubi",2013-06-10,0,0,0,Jun 2013
"842",113,464482,8178382,1207,10862.85713,248957046,3571.639345,55.5560003008161,0.660999983549118,0.374428570270538,297.347996303013,284.768140520368,291.058068411691,17.9080684116909,2013-06-16,"Siabunkululu",2013-06-10,0,0,0,Jun 2013
"843",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,42.2727137974331,0.537999987602234,0.407857145581927,297.024135044643,284.702710832868,290.863422938756,17.7134229387556,2013-06-16,"Nalube",2013-06-10,0,1,1,Jun 2013
"844",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,58.5997140066964,1.62800002098083,0.379428569759641,298.024719238281,285.063428606306,291.544073922294,18.3940739222936,2013-06-16,"Mobola",2013-06-10,0,0,0,Jun 2013
"845",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,42.2727137974331,0.537999987602234,0.407857145581927,297.024135044643,284.702710832868,290.863422938756,17.7134229387556,2013-06-16,"Mbabala",2013-06-10,0,1,1,Jun 2013
"846",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,51.3017153058734,1.26199996471405,0.39171428339822,297.771711077009,285.116285051618,291.443998064314,18.2939980643136,2013-06-16,"Mapanza",2013-06-10,0,1,1,Jun 2013
"847",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,51.3017153058734,1.26199996471405,0.39171428339822,297.771711077009,285.116285051618,291.443998064314,18.2939980643136,2013-06-16,"Mangunza",2013-06-10,0,1,1,Jun 2013
"848",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,55.5560003008161,0.660999983549118,0.374428570270538,297.347996303013,284.768140520368,291.058068411691,17.9080684116909,2013-06-16,"Macha",2013-06-10,0,0,0,Jun 2013
"849",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,55.5560003008161,0.660999983549118,0.374428570270538,297.347996303013,284.768140520368,291.058068411691,17.9080684116909,2013-06-16,"Kamwanu",2013-06-10,0,0,0,Jun 2013
"850",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,62.1502854483468,2.96099996566772,0.472714283636638,298.288142613002,285.054713657924,291.671428135463,18.5214281354632,2013-06-16,"Kabulamwanda",2013-06-10,0,0,0,Jun 2013
"851",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,60.4304286411831,1.69400000572205,0.371142855712346,298.262425013951,285.036424909319,291.649424961635,18.499424961635,2013-06-16,"Habulile",2013-06-10,0,0,0,Jun 2013
"852",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,56.3127141680037,2.45500004291535,0.420714284692492,298.267573765346,285.301430838449,291.784502301897,18.6345023018975,2013-06-16,"Chitongo",2013-06-10,0,0,0,Jun 2013
"853",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,51.3017153058734,1.26199996471405,0.39171428339822,297.771711077009,285.116285051618,291.443998064314,18.2939980643136,2013-06-16,"Chilalantambo",2013-06-10,0,0,0,Jun 2013
"854",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,55.5560003008161,0.660999983549118,0.374428570270538,297.347996303013,284.768140520368,291.058068411691,17.9080684116909,2013-06-16,"Chilala",2013-06-10,0,0,0,Jun 2013
"855",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,50.9725717817034,0,0.376571425369808,295.904715401786,283.747571672712,289.826143537249,16.6761435372489,2013-06-23,"Simaubi",2013-06-17,0,0,0,Jun 2013
"856",113,464482,8178382,1207,10862.85713,248957046,3571.639345,55.0371426173619,0,0.362428575754166,295.564435686384,283.518280029297,289.54135785784,16.3913578578405,2013-06-23,"Siabunkululu",2013-06-17,0,0,0,Jun 2013
"857",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,42.0962862287249,0,0.394285712923322,295.212711879185,283.491712297712,289.352212088449,16.2022120884488,2013-06-23,"Nalube",2013-06-17,0,1,1,Jun 2013
"858",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,57.9261431012835,0,0.365571430751255,296.152291434152,283.750571114676,289.951431274414,16.8014312744142,2013-06-23,"Mobola",2013-06-17,0,1,1,Jun 2013
"859",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,42.0962862287249,0,0.394285712923322,295.212711879185,283.491712297712,289.352212088449,16.2022120884488,2013-06-23,"Mbabala",2013-06-17,0,1,1,Jun 2013
"860",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,50.9725717817034,0,0.376571425369808,295.904715401786,283.747571672712,289.826143537249,16.6761435372489,2013-06-23,"Mapanza",2013-06-17,0,1,1,Jun 2013
"861",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,50.9725717817034,0,0.376571425369808,295.904715401786,283.747571672712,289.826143537249,16.6761435372489,2013-06-23,"Mangunza",2013-06-17,1,3,3,Jun 2013
"862",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,55.0371426173619,0,0.362428575754166,295.564435686384,283.518280029297,289.54135785784,16.3913578578405,2013-06-23,"Macha",2013-06-17,0,0,0,Jun 2013
"863",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,55.0371426173619,0,0.362428575754166,295.564435686384,283.518280029297,289.54135785784,16.3913578578405,2013-06-23,"Kamwanu",2013-06-17,0,0,0,Jun 2013
"864",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,58.066714150565,0,0.455428574766431,296.236424037388,283.740570068359,289.988497052874,16.8384970528739,2013-06-23,"Kabulamwanda",2013-06-17,0,0,0,Jun 2013
"865",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,59.2767132350376,0,0.357714282614844,296.384708949498,283.791429792132,290.088069370815,16.9380693708147,2013-06-23,"Habulile",2013-06-17,0,0,0,Jun 2013
"866",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,54.8754272460938,0,0.405428571360452,296.325857979911,283.870003836495,290.097930908203,16.9479309082032,2013-06-23,"Chitongo",2013-06-17,0,0,0,Jun 2013
"867",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,50.9725717817034,0,0.376571425369808,295.904715401786,283.747571672712,289.826143537249,16.6761435372489,2013-06-23,"Chilalantambo",2013-06-17,0,0,0,Jun 2013
"868",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,55.0371426173619,0,0.362428575754166,295.564435686384,283.518280029297,289.54135785784,16.3913578578405,2013-06-23,"Chilala",2013-06-17,0,0,0,Jun 2013
"869",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,49.3818571908133,0,0.365571430751255,298.690713065011,285.521567208427,292.106140136719,18.9561401367189,2013-06-30,"Simaubi",2013-06-24,0,0,0,Jun 2013
"870",113,464482,8178382,1207,10862.85713,248957046,3571.639345,54.1977141244071,0,0.353714283023562,298.358428955078,285.197431291853,291.777930123465,18.6279301234654,2013-06-30,"Siabunkululu",2013-06-24,0,0,0,Jun 2013
"871",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,40.6830002920968,0,0.383428573608399,298.028564453125,285.066423688616,291.547494070871,18.3974940708707,2013-06-30,"Nalube",2013-06-24,0,0,0,Jun 2013
"872",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,57.3038580758231,0,0.354857142482485,298.94928414481,285.545710972377,292.247497558594,19.0974975585939,2013-06-30,"Mobola",2013-06-24,0,1,1,Jun 2013
"873",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,40.6830002920968,0,0.383428573608399,298.028564453125,285.066423688616,291.547494070871,18.3974940708707,2013-06-30,"Mbabala",2013-06-24,0,1,1,Jun 2013
"874",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,49.3818571908133,0,0.365571430751255,298.690713065011,285.521567208427,292.106140136719,18.9561401367189,2013-06-30,"Mapanza",2013-06-24,0,1,1,Jun 2013
"875",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,49.3818571908133,0,0.365571430751255,298.690713065011,285.521567208427,292.106140136719,18.9561401367189,2013-06-30,"Mangunza",2013-06-24,0,0,0,Jun 2013
"876",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,54.1977141244071,0,0.353714283023562,298.358428955078,285.197431291853,291.777930123465,18.6279301234654,2013-06-30,"Macha",2013-06-24,0,0,0,Jun 2013
"877",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,54.1977141244071,0,0.353714283023562,298.358428955078,285.197431291853,291.777930123465,18.6279301234654,2013-06-30,"Kamwanu",2013-06-24,0,0,0,Jun 2013
"878",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,54.9052859715053,0,0.443142852612904,299.203286307199,285.689998081752,292.446642194475,19.2966421944755,2013-06-30,"Kabulamwanda",2013-06-24,0,0,0,Jun 2013
"879",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,58.3005714416504,0,0.347714287894113,299.191855294364,285.596849714007,292.394352504185,19.2443525041854,2013-06-30,"Habulile",2013-06-24,1,1,1,Jun 2013
"880",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,54.2697149004255,0,0.394857146910259,299.144143240792,285.785853794643,292.464998517718,19.3149985177177,2013-06-30,"Chitongo",2013-06-24,0,0,0,Jun 2013
"881",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,49.3818571908133,0,0.365571430751255,298.690713065011,285.521567208427,292.106140136719,18.9561401367189,2013-06-30,"Chilalantambo",2013-06-24,0,0,0,Jun 2013
"882",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,54.1977141244071,0,0.353714283023562,298.358428955078,285.197431291853,291.777930123465,18.6279301234654,2013-06-30,"Chilala",2013-06-24,0,0,0,Jun 2013
"883",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,47.2262867518834,0,0.354999997786113,298.846714564732,285.876286097935,292.361500331334,19.2115003313339,2013-07-07,"Simaubi",2013-07-01,0,0,0,Jul 2013
"884",113,464482,8178382,1207,10862.85713,248957046,3571.639345,53.4672862461635,0,0.345285709415163,298.534572056362,285.592141287667,292.063356672014,18.9133566720145,2013-07-07,"Siabunkululu",2013-07-01,0,0,0,Jul 2013
"885",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,39.1002862112863,0,0.375142855303628,298.184709821429,285.429857526507,291.807283673968,18.6572836739678,2013-07-07,"Nalube",2013-07-01,0,2,2,Jul 2013
"886",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,56.6451437813895,0,0.344714288200651,299.095711844308,285.929718017578,292.512714930943,19.3627149309432,2013-07-07,"Mobola",2013-07-01,0,0,0,Jul 2013
"887",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,39.1002862112863,0,0.375142855303628,298.184709821429,285.429857526507,291.807283673968,18.6572836739678,2013-07-07,"Mbabala",2013-07-01,0,0,0,Jul 2013
"888",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,47.2262867518834,0,0.354999997786113,298.846714564732,285.876286097935,292.361500331334,19.2115003313339,2013-07-07,"Mapanza",2013-07-01,0,0,0,Jul 2013
"889",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,47.2262867518834,0,0.354999997786113,298.846714564732,285.876286097935,292.361500331334,19.2115003313339,2013-07-07,"Mangunza",2013-07-01,0,0,0,Jul 2013
"890",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,53.4672862461635,0,0.345285709415163,298.534572056362,285.592141287667,292.063356672014,18.9133566720145,2013-07-07,"Macha",2013-07-01,0,0,0,Jul 2013
"891",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,53.4672862461635,0,0.345285709415163,298.534572056362,285.592141287667,292.063356672014,18.9133566720145,2013-07-07,"Kamwanu",2013-07-01,0,0,0,Jul 2013
"892",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,51.7165712629046,0,0.431000002792903,299.400429861886,286.101004464286,292.750717163086,19.6007171630861,2013-07-07,"Kabulamwanda",2013-07-01,0,0,0,Jul 2013
"893",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,57.7121429443359,0,0.337999999523163,299.326721191406,286.008719308036,292.667720249721,19.517720249721,2013-07-07,"Habulile",2013-07-01,0,0,0,Jul 2013
"894",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,53.431999206543,0,0.384571424552372,299.310280936105,286.151136125837,292.730708530971,19.580708530971,2013-07-07,"Chitongo",2013-07-01,0,0,0,Jul 2013
"895",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,47.2262867518834,0,0.354999997786113,298.846714564732,285.876286097935,292.361500331334,19.2115003313339,2013-07-07,"Chilalantambo",2013-07-01,0,0,0,Jul 2013
"896",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,53.4672862461635,0,0.345285709415163,298.534572056362,285.592141287667,292.063356672014,18.9133566720145,2013-07-07,"Chilala",2013-07-01,0,0,0,Jul 2013
"897",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,47.4918567112514,0,0.343142858573369,296.215571812221,284.719713483538,290.46764264788,17.3176426478795,2013-07-14,"Simaubi",2013-07-08,0,0,0,Jul 2013
"898",113,464482,8178382,1207,10862.85713,248957046,3571.639345,53.4204286847796,0,0.335428565740585,295.767861502511,284.462280273438,290.115070887974,16.9650708879744,2013-07-14,"Siabunkululu",2013-07-08,0,0,0,Jul 2013
"899",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,38.9864289419992,0,0.364142860685076,295.474286760603,284.386147635324,289.930217197963,16.7802171979632,2013-07-14,"Nalube",2013-07-08,0,0,0,Jul 2013
"900",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,56.7205707005092,0,0.332571425608226,296.466722760882,284.700422014509,290.583572387695,17.4335723876952,2013-07-14,"Mobola",2013-07-08,1,1,1,Jul 2013
"901",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,38.9864289419992,0,0.364142860685076,295.474286760603,284.386147635324,289.930217197963,16.7802171979632,2013-07-14,"Mbabala",2013-07-08,0,0,0,Jul 2013
"902",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,47.4918567112514,0,0.343142858573369,296.215571812221,284.719713483538,290.46764264788,17.3176426478795,2013-07-14,"Mapanza",2013-07-08,0,1,1,Jul 2013
"903",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,47.4918567112514,0,0.343142858573369,296.215571812221,284.719713483538,290.46764264788,17.3176426478795,2013-07-14,"Mangunza",2013-07-08,0,0,0,Jul 2013
"904",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,53.4204286847796,0,0.335428565740585,295.767861502511,284.462280273438,290.115070887974,16.9650708879744,2013-07-14,"Macha",2013-07-08,0,0,0,Jul 2013
"905",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,53.4204286847796,0,0.335428565740585,295.767861502511,284.462280273438,290.115070887974,16.9650708879744,2013-07-14,"Kamwanu",2013-07-08,0,0,0,Jul 2013
"906",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,50.3341418675014,0,0.416142851114273,296.622859409877,284.676143101283,290.64950125558,17.4995012555803,2013-07-14,"Kabulamwanda",2013-07-08,0,0,0,Jul 2013
"907",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,57.6435710362026,0,0.327142860208239,296.710000174386,284.689570835658,290.699785505022,17.5497855050223,2013-07-14,"Habulile",2013-07-08,0,0,0,Jul 2013
"908",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,53.8274285452707,0,0.371714281184332,296.680289132254,284.870426722935,290.775357927595,17.6253579275949,2013-07-14,"Chitongo",2013-07-08,0,0,0,Jul 2013
"909",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,47.4918567112514,0,0.343142858573369,296.215571812221,284.719713483538,290.46764264788,17.3176426478795,2013-07-14,"Chilalantambo",2013-07-08,0,0,0,Jul 2013
"910",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,53.4204286847796,0,0.335428565740585,295.767861502511,284.462280273438,290.115070887974,16.9650708879744,2013-07-14,"Chilala",2013-07-08,0,0,0,Jul 2013
"911",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,46.4897150312151,0,0.330714289631162,296.985573904855,284.927285330636,290.956429617746,17.8064296177455,2013-07-21,"Simaubi",2013-07-15,0,0,0,Jul 2013
"912",113,464482,8178382,1207,10862.85713,248957046,3571.639345,52.9931433541434,0,0.326142860310418,296.563568115234,284.52199445452,290.542781284877,17.3927812848772,2013-07-21,"Siabunkululu",2013-07-15,0,0,0,Jul 2013
"913",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,37.727715083531,0,0.351999998092651,296.190425327846,284.406141008649,290.298283168248,17.1482831682477,2013-07-21,"Nalube",2013-07-15,0,0,0,Jul 2013
"914",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,56.3251429966518,0,0.322428575583867,297.30071585519,284.934579031808,291.117647443499,17.9676474434989,2013-07-21,"Mobola",2013-07-15,0,0,0,Jul 2013
"915",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,37.727715083531,0,0.351999998092651,296.190425327846,284.406141008649,290.298283168248,17.1482831682477,2013-07-21,"Mbabala",2013-07-15,0,0,0,Jul 2013
"916",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,46.4897150312151,0,0.330714289631162,296.985573904855,284.927285330636,290.956429617746,17.8064296177455,2013-07-21,"Mapanza",2013-07-15,0,0,0,Jul 2013
