"","hcid","UTMX","UTMY","elev","closest_clinic","catchment_area","closest_river","drought_i","prec","ndvi","tmax","tmin","tmean","tmeanC","date2","name","date","rdtp_u5","rdtp_a5","pos_rdt","yearmon"
"88",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,38.0434276035854,0,0.424571428980146,300.412427629743,284.866856166295,292.639641898019,19.4896418980189,2012-06-03,"Mobola",2012-05-28,0,0,0,Jun 2012
"89",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,38.9890000479562,0.405000001192093,0.438000006335122,299.460571289063,285.113002232143,292.286786760603,19.1367867606028,2012-06-03,"Mbabala",2012-05-28,1,1,1,Jun 2012
"90",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,31.563856942313,0.0219999998807907,0.431999998433249,300.281568254743,284.915283203125,292.598425728934,19.448425728934,2012-06-03,"Mapanza",2012-05-28,0,0,0,Jun 2012
"91",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,31.563856942313,0.0219999998807907,0.431999998433249,300.281568254743,284.915283203125,292.598425728934,19.448425728934,2012-06-03,"Mangunza",2012-05-28,1,1,1,Jun 2012
"92",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,38.5377137320382,0.0800000019371509,0.408571426357542,299.643572126116,284.728855678013,292.186213902065,19.0362139020647,2012-06-03,"Macha",2012-05-28,0,4,4,Jun 2012
"93",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,38.5377137320382,0.0800000019371509,0.408571426357542,299.643572126116,284.728855678013,292.186213902065,19.0362139020647,2012-06-03,"Kamwanu",2012-05-28,0,1,1,Jun 2012
"94",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,47.2667143685477,0,0.452857140983854,300.711142403739,284.062142508371,292.386642456055,19.2366424560547,2012-06-03,"Kabulamwanda",2012-05-28,0,0,0,Jun 2012
"95",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,28.6075717381069,0,0.437857146774019,300.75328717913,285.287431989397,293.020359584263,19.8703595842634,2012-06-03,"Habulile",2012-05-28,0,1,1,Jun 2012
"96",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,37.8281424386161,0,0.438571427549635,300.664001464844,284.477434430804,292.570717947824,19.4207179478238,2012-06-03,"Chitongo",2012-05-28,0,0,0,Jun 2012
"97",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,31.563856942313,0.0219999998807907,0.431999998433249,300.281568254743,284.915283203125,292.598425728934,19.448425728934,2012-06-03,"Chilalantambo",2012-05-28,0,0,0,Jun 2012
"98",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,38.5377137320382,0.0800000019371509,0.408571426357542,299.643572126116,284.728855678013,292.186213902065,19.0362139020647,2012-06-03,"Chilala",2012-05-28,1,1,1,Jun 2012
"99",114,481916,8202642,1114,7975.726801,228760980.8,5038.897067,32.3972862788609,1.80400002002716,0.412428574902671,298.118569510323,281.702859061105,289.910714285714,16.7607142857142,2012-06-10,"Simaubi",2012-06-04,2,2,2,Jun 2012
"100",113,464482,8178382,1207,10862.85713,248957046,3571.639345,39.2902859279088,2.50300002098083,0.393999998058592,297.42813546317,280.951712472098,289.189923967634,16.0399239676341,2012-06-10,"Siabunkululu",2012-06-04,0,0,0,Jun 2012
"101",112,494046,8189740,1109,6747.577047,180701266.4,1199.13243,40.06328528268,1.87999999523163,0.421000003814697,297.359292166574,281.384857177734,289.372074672154,16.222074672154,2012-06-10,"Nalube",2012-06-04,0,0,0,Jun 2012
"102",111,467667,8203684,1160,14287.04886,403728921.6,354.87025,38.9525718688965,2.53500008583069,0.403571426868439,298.188145228794,281.504002162389,289.846073695591,16.6960736955915,2012-06-10,"Mobola",2012-06-04,0,1,1,Jun 2012
"103",110,495413,8168780,1204,19538.89434,759644033.9,1078.508669,40.06328528268,1.87999999523163,0.421000003814697,297.359292166574,281.384857177734,289.372074672154,16.222074672154,2012-06-10,"Mbabala",2012-06-04,0,1,1,Jun 2012
"104",109,489883,8203015,1055,7975.726801,239798716.4,479.828009,32.3972862788609,1.80400002002716,0.412428574902671,298.118569510323,281.702859061105,289.910714285714,16.7607142857142,2012-06-10,"Mapanza",2012-06-04,0,1,1,Jun 2012
"105",108,504094,8191539,1083,10207.77669,309214284.2,6673.366861,32.3972862788609,1.80400002002716,0.412428574902671,298.118569510323,281.702859061105,289.910714285714,16.7607142857142,2012-06-10,"Mangunza",2012-06-04,0,2,2,Jun 2012
"106",107,477702.886,8187492.626,1140,12721.14216,241078519.7,4584.596115,39.2902859279088,2.50300002098083,0.393999998058592,297.42813546317,280.951712472098,289.189923967634,16.0399239676341,2012-06-10,"Macha",2012-06-04,0,0,0,Jun 2012
"107",106,475899,8169766,1268,14303.26344,419002790.9,5722.102797,39.2902859279088,2.50300002098083,0.393999998058592,297.42813546317,280.951712472098,289.189923967634,16.0399239676341,2012-06-10,"Kamwanu",2012-06-04,0,1,1,Jun 2012
"108",105,486462,8245784,1011,20171.62066,1028382139,15745.78486,42.1118572780064,0.986999988555908,0.42985714333398,298.517717633928,281.199855259487,289.858786446707,16.7087864467074,2012-06-10,"Kabulamwanda",2012-06-04,0,0,0,Jun 2012
"109",104,448856,8191328,1219,13440.04423,448935561.7,2811.055333,30.8721430642264,3.02300000190735,0.414428574698312,298.547001429966,281.601715087891,290.074358258928,16.9243582589285,2012-06-10,"Habulile",2012-06-04,2,2,2,Jun 2012
"110",103,492896,8226666,1011,20171.62066,818234640.6,7359.362935,36.7085718427386,1.34099996089935,0.417999995606286,298.432006835938,281.700857979911,290.066432407924,16.9164324079242,2012-06-10,"Chitongo",2012-06-04,0,1,1,Jun 2012
"111",102,488710,8193870,1100,6747.577047,102078346.6,3139.40613,32.3972862788609,1.80400002002716,0.412428574902671,298.118569510323,281.702859061105,289.910714285714,16.7607142857142,2012-06-10,"Chilalantambo",2012-06-04,0,0,0,Jun 2012
"112",101,462089,8188978,1188,10862.85713,196111854.8,6450.007832,39.2902859279088,2.50300002098083,0.393999998058592,297.42813546317,280.951712472098,289.189923967634,16.0399239676341,2012-06-10,"Chilala",2012-06-04,0,0,0,Jun 2012
